control_id,title,statement,applicability,group_path
"ism-1114","Control: ism-1114","Cable bundles or conduits sharing a common cable reticulation system have a dividing partition or visible gap between each cable bundle and conduit.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Common cable reticulation systems"
"ism-1130","Control: ism-1130","In shared facilities, cables are run in an enclosed cable reticulation system.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Enclosed cable reticulation systems"
"ism-1164","Control: ism-1164","In shared facilities, conduits or the front covers of ducts, cable trays in floors and ceilings, and associated fittings are clear plastic.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Covers for enclosed cable reticulation systems"
"ism-0195","Control: ism-0195","In shared facilities, uniquely identifiable SCEC-approved tamper-evident seals are used to seal all removable covers on TOP SECRET cable reticulation systems.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Sealing cable reticulation systems and conduits"
"ism-0194","Control: ism-0194","In shared facilities, a visible smear of conduit glue is used to seal all plastic conduit joints and TOP SECRET conduits connected by threaded lock nuts.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Sealing cable reticulation systems and conduits"
"ism-0201","Control: ism-0201","Labels for TOP SECRET conduits are a minimum size of 2.5 cm x 1 cm, attached at five-metre intervals and marked as ‘TS RUN’.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Labelling conduits"
"ism-1115","Control: ism-1115","Cables from cable trays to wall outlet boxes are run in flexible or plastic conduit.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Cables in walls"
"ism-1133","Control: ism-1133","In shared facilities, TOP SECRET cables are not run in party walls.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Cables in party walls"
"ism-1122","Control: ism-1122","Where wall penetrations exit a TOP SECRET area into a lower classified area, TOP SECRET cables are encased in conduit with all gaps between the TOP SECRET conduit and the wall filled with an appropriate sealing compound.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Wall penetrations"
"ism-1105","Control: ism-1105","SECRET and TOP SECRET wall outlet boxes contain exclusively SECRET or TOP SECRET cables.","S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Wall outlet boxes"
"ism-1095","Control: ism-1095","Wall outlet boxes denote the systems, cable identifiers and wall outlet box identifier.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Labelling wall outlet boxes"
"ism-1822","Control: ism-1822","Wall outlet boxes for individual systems use a consistent colour.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Wall outlet box colours"
"ism-1107","Control: ism-1107","Non-classified, OFFICIAL: Sensitive and PROTECTED wall outlet boxes are coloured neither salmon pink nor red.","NC,OS,P","Guidelines for communications infrastructure > Cabling infrastructure > Wall outlet box colours"
"ism-1720","Control: ism-1720","SECRET wall outlet boxes are coloured salmon pink.","S","Guidelines for communications infrastructure > Cabling infrastructure > Wall outlet box colours"
"ism-1721","Control: ism-1721","TOP SECRET wall outlet boxes are coloured red.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Wall outlet box colours"
"ism-1109","Control: ism-1109","Wall outlet box covers are clear plastic.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Wall outlet box covers"
"ism-0218","Control: ism-0218","If TOP SECRET fibre-optic fly leads exceeding five metres in length are used to connect wall outlet boxes to IT equipment, they are run in a protective and easily inspected pathway that is clearly labelled at the IT equipment end with the wall outlet box’s identifier.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Fly lead installation"
"ism-1102","Control: ism-1102","Cable reticulation systems leading into cabinets are terminated as close as possible to the cabinet.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Connecting cable reticulation systems to cabinets"
"ism-1101","Control: ism-1101","In TOP SECRET areas, cable reticulation systems leading into cabinets in server rooms or communications rooms are terminated as close as possible to the cabinet.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Connecting cable reticulation systems to cabinets"
"ism-1103","Control: ism-1103","In TOP SECRET areas, cable reticulation systems leading into cabinets not in server rooms or communications rooms are terminated at the boundary of the cabinet.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Connecting cable reticulation systems to cabinets"
"ism-1098","Control: ism-1098","SECRET cables are terminated in an individual cabinet; or for small systems, a cabinet with a division plate between any SECRET cables and non-SECRET cables.","S","Guidelines for communications infrastructure > Cabling infrastructure > Terminating cables in cabinets"
"ism-1100","Control: ism-1100","TOP SECRET cables are terminated in an individual TOP SECRET cabinet.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Terminating cables in cabinets"
"ism-0213","Control: ism-0213","SECRET and TOP SECRET cables are terminated on their own individual patch panels.","S,TS","Guidelines for communications infrastructure > Cabling infrastructure > Terminating cables on patch panels"
"ism-0216","Control: ism-0216","TOP SECRET patch panels are installed in individual TOP SECRET cabinets.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Physical separation of cabinets and patch panels"
"ism-0217","Control: ism-0217","Where spatial constraints demand non-TOP SECRET patch panels be installed in the same cabinet as a TOP SECRET patch panel:

- a physical barrier in the cabinet is provided to separate patch panels
- only personnel holding a Positive Vetting security clearance have access to the cabinet
- approval from the TOP SECRET system’s authorising officer is obtained prior to installation.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Physical separation of cabinets and patch panels"
"ism-1116","Control: ism-1116","A visible gap exists between TOP SECRET cabinets and non-TOP SECRET cabinets.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Physical separation of cabinets and patch panels"
"ism-0198","Control: ism-0198","When penetrating a TOP SECRET audio secure room, the Australian Security Intelligence Organisation is consulted and all directions provided are complied with.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Audio secure rooms"
"ism-1123","Control: ism-1123","A power distribution board with a feed from an Uninterruptible Power Supply is used to power all TOP SECRET IT equipment.","TS","Guidelines for communications infrastructure > Cabling infrastructure > Power reticulation"
"ism-0250","Control: ism-0250","IT equipment meets industry and government standards relating to electromagnetic interference/electromagnetic compatibility.","NC,OS,P,S,TS","Guidelines for communications infrastructure > Emanation security > Electromagnetic interference/electromagnetic compatibility standards"
"ism-1884","Control: ism-1884","Emanation security doctrine produced by ASD for the management of emanation security matters is complied with.","OS,P,S,TS","Guidelines for communications infrastructure > Emanation security > Emanation security doctrine"
"ism-1137","Control: ism-1137","System owners deploying SECRET or TOP SECRET systems within fixed facilities contact ASD for an emanation security risk assessment.","S,TS","Guidelines for communications infrastructure > Emanation security > Emanation security risk assessments"
"ism-0249","Control: ism-0249","System owners deploying SECRET or TOP SECRET systems in mobile platforms, or as a deployable capability, contact ASD for an emanation security risk assessment.","S,TS","Guidelines for communications infrastructure > Emanation security > Emanation security risk assessments"
"ism-0246","Control: ism-0246","When an emanation security risk assessment is required, it is sought as early as possible in a system’s life cycle.","S,TS","Guidelines for communications infrastructure > Emanation security > Emanation security risk assessments"
"ism-1885","Control: ism-1885","Recommended actions contained within emanation security mitigation advice issued for systems are implemented by system owners.","S,TS","Guidelines for communications infrastructure > Emanation security > Emanation security risk assessments"
"ism-1078","Control: ism-1078","A telephone system usage policy is developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Telephone system usage policy"
"ism-0229","Control: ism-0229","Personnel are advised of the permitted sensitivity or classification of information that can be discussed over internal and external telephone systems.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Personnel awareness"
"ism-0230","Control: ism-0230","Personnel are advised of security risks posed by non-secure telephone systems in areas where sensitive or classified conversations can occur.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Personnel awareness"
"ism-0231","Control: ism-0231","When using cryptographic equipment to permit different levels of conversation for different kinds of connections, telephone systems give a visual indication of what kind of connection has been made.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Personnel awareness"
"ism-0232","Control: ism-0232","Telephone systems used for sensitive or classified conversations encrypt all traffic that passes over external systems.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Protecting conversations"
"ism-0233","Control: ism-0233","Cordless telephone handsets and headsets are not used for sensitive or classified conversations unless all communications are encrypted.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Cordless telephone systems"
"ism-0235","Control: ism-0235","Speakerphones are not used on telephone systems in TOP SECRET areas unless the telephone system is located in an audio secure room, the room is audio secure during conversations and only personnel involved in conversations are present in the room.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Speakerphones"
"ism-0236","Control: ism-0236","Off-hook audio protection features are used on telephone systems in areas where background conversations may exceed the sensitivity or classification that the telephone system is authorised for communicating.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Off-hook audio protection"
"ism-0931","Control: ism-0931","In SECRET and TOP SECRET areas, push-to-talk handsets or push-to-talk headsets are used to meet any off-hook audio protection requirements.","NC,OS,P,S,TS","Guidelines for communications systems > Telephone systems > Off-hook audio protection"
"ism-1562","Control: ism-1562","Video conferencing and IP telephony infrastructure is hardened.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Video conferencing and Internet Protocol telephony infrastructure hardening"
"ism-0546","Control: ism-0546","When video conferencing or IP telephony traffic passes through a gateway containing a firewall or proxy, a video-aware or voice-aware firewall or proxy is used.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Video-aware and voice-aware firewalls and proxies"
"ism-0548","Control: ism-0548","Video conferencing and IP telephony calls are established using a secure session initiation protocol.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Protecting video conferencing and Internet Protocol telephony traffic"
"ism-0547","Control: ism-0547","Video conferencing and IP telephony calls are conducted using a secure real-time transport protocol.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Protecting video conferencing and Internet Protocol telephony traffic"
"ism-0554","Control: ism-0554","An encrypted and non-replayable two-way authentication scheme is used for call authentication and authorisation.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Video conferencing unit and Internet Protocol phone authentication"
"ism-0553","Control: ism-0553","Authentication and authorisation is used for all actions on a video conferencing network, including call setup and changing settings.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Video conferencing unit and Internet Protocol phone authentication"
"ism-0555","Control: ism-0555","Authentication and authorisation is used for all actions on an IP telephony network, including registering a new IP phone, changing phone users, changing settings and accessing voicemail.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Video conferencing unit and Internet Protocol phone authentication"
"ism-0551","Control: ism-0551","IP telephony is configured such that:

- IP phones authenticate themselves to the call controller upon registration
- auto-registration is disabled and only authorised devices are allowed to access the network
- unauthorised devices are blocked by default
- all unused and prohibited functionality is disabled.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Video conferencing unit and Internet Protocol phone authentication"
"ism-1014","Control: ism-1014","Individual logins are implemented for IP phones used for SECRET or TOP SECRET conversations.","S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Video conferencing unit and Internet Protocol phone authentication"
"ism-0549","Control: ism-0549","Video conferencing and IP telephony traffic is separated physically or logically from other data traffic.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Traffic separation"
"ism-0556","Control: ism-0556","Workstations are not connected to video conferencing units or IP phones unless the workstation or the device uses Virtual Local Area Networks or similar mechanisms to maintain separation between video conferencing, IP telephony and other data traffic.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Traffic separation"
"ism-0558","Control: ism-0558","IP phones used in public areas do not have the ability to access data networks, voicemail and directory services.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Internet Protocol phones in public areas"
"ism-0559","Control: ism-0559","Microphones (including headsets and USB handsets) and webcams are not used with non-SECRET workstations in SECRET areas.","NC,OS,P","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Microphones and webcams"
"ism-1450","Control: ism-1450","Microphones (including headsets and USB handsets) and webcams are not used with non-TOP SECRET workstations in TOP SECRET areas.","NC,OS,P,S","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Microphones and webcams"
"ism-1019","Control: ism-1019","A denial of service response plan for video conferencing and IP telephony services is developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Denial of service response plan"
"ism-1805","Control: ism-1805","A denial of service response plan for video conferencing and IP telephony services contains the following:

- how to identify signs of a denial-of-service attack
- how to identify the source of a denial-of-service attack
- how capabilities can be maintained during a denial-of-service attack
- what actions can be taken to respond to a denial-of-service attack.","NC,OS,P,S,TS","Guidelines for communications systems > Video conferencing and Internet Protocol telephony > Denial of service response plan"
"ism-0588","Control: ism-0588","An MFD usage policy is developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for communications systems > Multifunction devices > Multifunction device usage policy"
"ism-0245","Control: ism-0245","MFDs are not connected to digital telephone systems.","NC,OS,P,S,TS","Guidelines for communications systems > Multifunction devices > Connecting multifunction devices to digital telephone systems"
"ism-1854","Control: ism-1854","Users authenticate to MFDs before they can print, scan or copy documents.","NC,OS,P,S,TS","Guidelines for communications systems > Multifunction devices > Authenticating to multifunction devices"
"ism-0590","Control: ism-0590","Authentication measures for MFDs are the same strength as those used for workstations on networks they are connected to.","NC,OS,P,S,TS","Guidelines for communications systems > Multifunction devices > Authenticating to multifunction devices"
"ism-0589","Control: ism-0589","MFDs are not used to scan or copy documents above the sensitivity or classification of networks they are connected to.","NC,OS,P,S,TS","Guidelines for communications systems > Multifunction devices > Scanning and copying documents on multifunction devices"
"ism-1855","Control: ism-1855","Use of MFDs for printing, scanning and copying purposes, including the capture of shadow copies of documents, are centrally logged.","NC,OS,P,S,TS","Guidelines for communications systems > Multifunction devices > Logging multifunction device use"
"ism-1036","Control: ism-1036","MFDs are located in areas where their use can be observed.","NC,OS,P,S,TS","Guidelines for communications systems > Multifunction devices > Observing multifunction device use"
"ism-2075","Control: ism-2075","Fax machines, and online fax services, are not used for sending or receiving fax messages.","NC,OS,P,S,TS","Guidelines for communications systems > Fax machines and services > Sending and receiving fax messages"
"ism-1297","Control: ism-1297","Legal advice is sought prior to allowing privately-owned mobile devices and desktop computers to access systems or data.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Enterprise mobility > Privately-owned mobile devices and desktop computers"
"ism-1400","Control: ism-1400","Personnel using privately-owned mobile devices or desktop computers to access OFFICIAL: Sensitive or PROTECTED systems or data have enforced separation of classified data and personal data.","OS,P","Guidelines for enterprise mobility > Enterprise mobility > Privately-owned mobile devices and desktop computers"
"ism-1866","Control: ism-1866","Personnel using privately-owned mobile devices or desktop computers to access OFFICIAL: Sensitive or PROTECTED systems or data are prevented from storing classified data on their privately-owned mobile devices and desktop computers.","OS,P","Guidelines for enterprise mobility > Enterprise mobility > Privately-owned mobile devices and desktop computers"
"ism-2095","Control: ism-2095","Personnel using privately-owned mobile devices or desktop computers to access OFFICIAL: Sensitive or PROTECTED systems or data are disallowed from granting access to unapproved artificial intelligence agents.","OS,P","Guidelines for enterprise mobility > Enterprise mobility > Privately-owned mobile devices and desktop computers"
"ism-0694","Control: ism-0694","Privately-owned mobile devices and desktop computers do not access SECRET and TOP SECRET systems or data.","S,TS","Guidelines for enterprise mobility > Enterprise mobility > Privately-owned mobile devices and desktop computers"
"ism-1482","Control: ism-1482","Personnel using organisation-owned mobile devices or desktop computers to access classified systems or data have enforced separation of classified data and personal data.","OS,P,S,TS","Guidelines for enterprise mobility > Enterprise mobility > Organisation-owned mobile devices and desktop computers"
"ism-0874","Control: ism-0874","Mobile devices and desktop computers access the internet via an organisation’s internet gateway rather than via a direct connection to the internet.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Enterprise mobility > Mobile devices and desktop computers accessing the internet"
"ism-0705","Control: ism-0705","When accessing an organisation’s network via a VPN connection, split tunnelling is disabled.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Enterprise mobility > Mobile devices and desktop computers accessing the internet"
"ism-1533","Control: ism-1533","A mobile device management policy is developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Mobile device management policy"
"ism-1195","Control: ism-1195","Mobile Device Management solutions that have completed a Common Criteria evaluation against the Protection Profile for Mobile Device Management, version 4.0 or later, are used to enforce mobile device management policy.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Mobile device management policy"
"ism-1867","Control: ism-1867","Mobile devices that access OFFICIAL: Sensitive or PROTECTED systems or data use mobile platforms that have completed a Common Criteria evaluation against the Protection Profile for Mobile Device Fundamentals, version 3.3 or later, and are operated in accordance with the latest version of their associated ASD security configuration guide.","OS,P","Guidelines for enterprise mobility > Mobile device management > Approved mobile platforms"
"ism-0687","Control: ism-0687","Mobile devices that access SECRET or TOP SECRET systems or data use mobile platforms that have been issued an Approval for Use by ASD and are operated in accordance with the latest version of their associated Australian Communications Security Instruction.","S,TS","Guidelines for enterprise mobility > Mobile device management > Approved mobile platforms"
"ism-0869","Control: ism-0869","Mobile devices encrypt their internal storage and any removable media.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Data storage"
"ism-1868","Control: ism-1868","SECRET and TOP SECRET mobile devices do not use removable media unless approved beforehand by ASD.","S,TS","Guidelines for enterprise mobility > Mobile device management > Data storage"
"ism-1085","Control: ism-1085","Mobile devices encrypt all sensitive or classified data communicated over public network infrastructure.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Data communications"
"ism-1886","Control: ism-1886","Mobile devices are configured to operate in a supervised (or equivalent) mode.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-2096","Control: ism-2096","Mobile devices are configured to enforce separation between organisational and personal mobile applications and data.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-2097","Control: ism-2097","Mobile devices are configured with always on VPN functionality.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-1887","Control: ism-1887","Mobile devices are configured with remote locate and wipe functionality.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-1888","Control: ism-1888","Mobile devices are configured with secure password-based lock screens.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-2098","Control: ism-2098","Mobile devices are configured to prevent data transfers over Universal Serial Bus connections.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-0863","Control: ism-0863","Mobile devices prevent personnel from installing non-approved applications once provisioned.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-0864","Control: ism-0864","Mobile devices prevent personnel from disabling or modifying security functionality once provisioned.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-1366","Control: ism-1366","Security updates are applied to mobile devices as soon as they become available.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device management > Maintaining mobile device security"
"ism-1082","Control: ism-1082","A mobile device usage policy is developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Mobile device usage policy"
"ism-1083","Control: ism-1083","Personnel are advised of the sensitivity or classification permitted for voice and data communications when using mobile devices.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Personnel awareness"
"ism-1299","Control: ism-1299","Personnel are advised to take the following precautions when using mobile devices:

- never leave mobile devices or removable media unattended, including by placing them in checked-in luggage or leaving them in hotel safes
- never store credentials with mobile devices that they grant access to, such as in laptop computer bags
- never lend mobile devices or removable media to untrusted people, even if briefly
- never allow untrusted people to connect their mobile devices or removable media to your mobile devices, including for charging
- never connect mobile devices to designated charging stations or wall outlet charging ports
- never use gifted or unauthorised peripherals, chargers or removable media with mobile devices
- never use removable media for data transfers or backups that have not been checked for malicious code beforehand
- avoid reuse of removable media once used with other parties’ systems or mobile devices
- avoid connecting mobile devices to open or untrusted Wi-Fi networks
- consider disabling any communications capabilities of mobile devices when not in use, such as Wi-Fi, Bluetooth, Near Field Communication and ultra-wideband
- consider periodically rebooting mobile devices
- consider using a VPN connection to encrypt all cellular and wireless communications
- consider using encrypted email or messaging apps for all communications.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Personnel awareness"
"ism-0240","Control: ism-0240","Paging, Multimedia Message Service, Short Message Service and messaging apps are not used to communicate sensitive or classified data.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Using paging, message services and messaging apps"
"ism-1196","Control: ism-1196","Non-classified, OFFICIAL: Sensitive and PROTECTED mobile devices are configured to remain undiscoverable to other Bluetooth devices except during Bluetooth pairing.","NC,OS,P","Guidelines for enterprise mobility > Mobile device usage > Using Bluetooth functionality"
"ism-1200","Control: ism-1200","Bluetooth pairing for non-classified, OFFICIAL: Sensitive and PROTECTED mobile devices is performed using Secure Connections, preferably with Numeric Comparison if supported.","NC,OS,P","Guidelines for enterprise mobility > Mobile device usage > Using Bluetooth functionality"
"ism-1198","Control: ism-1198","Bluetooth pairing for non-classified, OFFICIAL: Sensitive and PROTECTED mobile devices is performed in a manner such that connections are only made between intended Bluetooth devices.","NC,OS,P","Guidelines for enterprise mobility > Mobile device usage > Using Bluetooth functionality"
"ism-1199","Control: ism-1199","Bluetooth pairings for non-classified, OFFICIAL: Sensitive and PROTECTED mobile devices are removed when there is no longer a requirement for their use.","NC,OS,P","Guidelines for enterprise mobility > Mobile device usage > Using Bluetooth functionality"
"ism-0682","Control: ism-0682","Bluetooth functionality is not enabled on SECRET and TOP SECRET mobile devices.","S,TS","Guidelines for enterprise mobility > Mobile device usage > Using Bluetooth functionality"
"ism-2099","Control: ism-2099","Mobile devices are not connected to the infotainment systems of connected vehicles.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Connecting mobile devices to connected vehicles"
"ism-2100","Control: ism-2100","Sensitive or classified data is not viewed on mobile devices within or near connected vehicles.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Using mobile devices within or near connected vehicles"
"ism-2101","Control: ism-2101","Sensitive or classified phone calls and conversations are not conducted within or near connected vehicles.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Using mobile devices within or near connected vehicles"
"ism-0866","Control: ism-0866","Sensitive or classified data is not viewed on mobile devices in public locations unless care is taken to reduce the chance of the screen of a mobile device being observed.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Using mobile devices in public spaces"
"ism-1145","Control: ism-1145","Privacy filters are applied to the screens of SECRET and TOP SECRET mobile devices.","S,TS","Guidelines for enterprise mobility > Mobile device usage > Using mobile devices in public spaces"
"ism-1644","Control: ism-1644","Sensitive or classified phone calls and conversations are not conducted in public locations unless care is taken to reduce the chance of conversations being overheard.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Using mobile devices in public spaces"
"ism-0871","Control: ism-0871","Mobile devices are kept under continual direct supervision when being actively used.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Maintaining control of mobile devices"
"ism-0870","Control: ism-0870","Mobile devices are carried or stored in a secured state when not being actively used.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Maintaining control of mobile devices"
"ism-1084","Control: ism-1084","If unable to carry or store mobile devices in a secured state, they are physically transferred in a security briefcase or an approved multi-use satchel, pouch or transit bag.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Maintaining control of mobile devices"
"ism-0701","Control: ism-0701","Mobile device emergency sanitisation processes, and supporting mobile device emergency sanitisation procedures, are developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Mobile device emergency sanitisation processes and procedures"
"ism-0702","Control: ism-0702","If a cryptographic zeroise or sanitise function is provided for cryptographic keys on a SECRET or TOP SECRET mobile device, the function is used as part of mobile device emergency sanitisation processes and procedures.","S,TS","Guidelines for enterprise mobility > Mobile device usage > Mobile device emergency sanitisation processes and procedures"
"ism-1298","Control: ism-1298","Personnel are advised of privacy and security risks when travelling overseas with mobile devices.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Before travelling overseas with mobile devices"
"ism-1554","Control: ism-1554","If travelling overseas with mobile devices to high or extreme risk countries, personnel are:

- issued with newly provisioned user accounts, mobile devices and removable media from a pool of dedicated travel devices which are used solely for work-related activities
- advised on how to apply and inspect tamper seals to key areas of mobile devices
- advised to avoid taking any personal mobile devices, especially if rooted or jailbroken.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Before travelling overseas with mobile devices"
"ism-1555","Control: ism-1555","Before travelling overseas with mobile devices, personnel take the following actions:

- record all details of the mobile devices being taken, such as product types, serial numbers and International Mobile Equipment Identity numbers
- update all operating systems and applications
- remove all non-essential data, applications and user accounts
- backup all remaining data, applications and settings.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > Before travelling overseas with mobile devices"
"ism-1088","Control: ism-1088","Personnel report the potential compromise of mobile devices, removable media or credentials to their organisation as soon as possible, especially if they:

- provide credentials to foreign government officials
- decrypt mobile devices for foreign government officials
- have mobile devices taken out of sight by foreign government officials
- have mobile devices or removable media stolen, including if later returned
- lose mobile devices or removable media, including if later found
- observe unusual behaviour of mobile devices.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > While travelling overseas with mobile devices"
"ism-1300","Control: ism-1300","Upon returning from travelling overseas with mobile devices, personnel take the following actions:

- sanitise and reset mobile devices, including all removable media
- decommission any credentials that left their possession during their travel
- report if significant doubt exists as to the integrity of any mobile devices or removable media.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > After travelling overseas with mobile devices"
"ism-1556","Control: ism-1556","If returning from travelling overseas with mobile devices to high or extreme risk countries, personnel take the following additional actions:

- reset credentials used with mobile devices, including those used for remote access to their organisation’s systems
- monitor user accounts for any indicators of compromise, such as failed logon attempts.","NC,OS,P,S,TS","Guidelines for enterprise mobility > Mobile device usage > After travelling overseas with mobile devices"
"ism-0280","Control: ism-0280","If procuring an evaluated product, a product that has completed a PP-based evaluation, including against all applicable PP modules (as well as a software bill of materials assessment if applicable), is selected in preference to one that has completed an EAL-based evaluation.","NC,OS,P,S,TS","Guidelines for evaluated products > Evaluated product procurement > Evaluated product selection"
"ism-0285","Control: ism-0285","Evaluated products are delivered in a manner consistent with any delivery procedures defined in associated evaluation documentation.","NC,OS,P,S,TS","Guidelines for evaluated products > Evaluated product procurement > Delivery of evaluated products"
"ism-0286","Control: ism-0286","When procuring high assurance information technology (IT) equipment, ASD is contacted for any equipment-specific delivery procedures.","S,TS","Guidelines for evaluated products > Evaluated product procurement > Delivery of evaluated products"
"ism-0289","Control: ism-0289","Evaluated products are installed, configured, administered and operated in an evaluated configuration and in accordance with vendor guidance.","NC,OS,P,S,TS","Guidelines for evaluated products > Evaluated product usage > Using evaluated products"
"ism-0290","Control: ism-0290","High assurance IT equipment is installed, configured, administered and operated in an evaluated configuration and in accordance with ASD guidance.","S,TS","Guidelines for evaluated products > Evaluated product usage > Using evaluated products"
"ism-1551","Control: ism-1551","An IT equipment management policy is developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for information technology equipment > IT equipment usage > IT equipment management policy"
"ism-1913","Control: ism-1913","Approved configurations for IT equipment are developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for information technology equipment > IT equipment usage > Hardening IT equipment configurations"
